,China,India,Taiwan,Germany,Japan,SKorea,Canada,Mexico,USA,VietNam,Malaysia,Thailand,Singapore,Turkey,Poland,Switzerland,Brazil,SouthAfrica,Philippines,ElSalvador
1995,39.62264151,24.21383648,4.716981132,15.09433962,0,0,11.00628931,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0
1996,39.62264151,24.21383648,4.716981132,15.09433962,0,0,11.00628931,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0
1997,39.62264151,24.21383648,4.716981132,15.09433962,0,0,11.00628931,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0
1998,39.62264151,24.21383648,4.716981132,15.09433962,0,0,11.00628931,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0
1999,39.62264151,24.21383648,4.716981132,15.09433962,0,0,11.00628931,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0
2000,39.62264151,24.21383648,4.716981132,15.09433962,0,0,11.00628931,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0
2001,39.62264151,24.21383648,4.716981132,15.09433962,0,0,11.00628931,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0
2002,39.62264151,24.21383648,4.716981132,15.09433962,0,0,11.00628931,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0
2003,39.62264151,24.21383648,4.716981132,15.09433962,0,0,11.00628931,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0
2004,39.62264151,24.21383648,4.716981132,15.09433962,0,0,11.00628931,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0
2005,42.18472469,15.89698046,13.32149201,8.525754885,2.397868561,0,6.21669627,4.440497336,0,0,0,2.664298401,0,0,0,2.664298401,0,0,0,1.332149201
2006,57.76397516,10.64182195,10.76604555,6.293995859,6.086956522,0,2.898550725,2.070393375,0,0,0,1.242236025,0,0,0,1.242236025,0.207039337,0,0,0.621118012
2007,59.01126408,11.70212766,6.570713392,4.42219441,6.821026283,0.625782228,1.710471423,5.840634126,0,0,0,0.625782228,0,0,0,0.625782228,0.625782228,0.834376304,0,0.312891114
2008,60.12983831,8.035276825,4.654581088,4.434100931,4.862812347,0.61244488,1.433121019,3.429691328,6.614404704,0,0,0.514453699,0,0,0,0.367466928,2.14355708,1.028907398,0,0.183733464
2009,63.95213923,7.955039884,2.936910805,3.712835388,2.907904278,1.899927484,0.848440899,2.900652647,4.858593183,0.036258158,0,0.304568528,0,0,2.574329224,0.217548949,1.269035533,1.044234953,1.087744743,0.108774474
2010,70.14355175,5.267423015,1.562861774,2.921200895,2.087674616,1.396928301,0.683028479,2.296056186,3.210619742,0.01929459,0,0.933858146,4.013274678,0,1.369915876,0.115767539,0.675310643,0.617426874,0.848961951,0.057883769
2011,71.73143396,3.368597465,1.154289306,2.957997277,1.994343773,3.858803813,1.422436367,1.822562061,1.858175343,0.010474495,2.094898921,0.506965539,2.178694878,0.125693935,1.937781502,0.062846968,0.366607311,0.335183827,0.848434063,0.031423484
2012,73.85476556,3.168046399,2.412705906,2.464972771,2.02660552,3.105663368,1.333648059,1.947362209,1.537657433,0.008430139,1.686027887,0.408018749,1.753469002,0.101161673,1.559575795,0,0.29505488,0.269764462,0.682841294,0.025290418
2013,74.69964465,3.697332055,2.497320774,2.484629703,2.315415421,2.597439224,1.016695809,1.645608889,1.286028541,0.007050595,1.410119014,0.397653562,1.466523775,0.585199391,1.304360088,0,0.246770827,0.331377968,0.712110102,0.021151785
2014,75.17002545,3.39737973,3.119914883,2.787165686,2.025702007,2.566028289,0.960695957,1.431134477,1.110902491,0.578921016,1.35603121,0.294154462,1.084824968,0.589352026,0.730170651,0,0.182542663,0.442274795,0.938790837,0.015646514
2015,74.58624788,3.392966812,2.533159989,1.98361741,1.548928432,2.640037646,0.830295828,1.174059038,1.29609099,2.205348668,2.75170087,0.647646698,0.829498233,0.530400313,0.558316119,0,0.13957903,0.338180049,0.71783501,0.011963917
2016,73.88521266,2.910683524,1.901256698,1.927318726,1.234450187,3.197365828,0.820636041,0.999256279,1.249070348,3.537443506,3.273644933,1.628558897,0.826356973,0.422713375,0.444961447,0,0.340077678,0.269519505,0,0.009534888
2017,71.8531906,4.18907271,1.590991241,1.763937161,1.324621159,3.508967051,0.74572501,0.929792854,1.106631447,3.456137912,3.647991102,1.515362158,0.722925066,1.54872793,0.389267343,0,0.40873071,0.235784791,0,0.008341443
2018,73.24766853,4.551159696,1.513737786,0.962426527,0.981371931,4.016425665,0.72039899,0.74455438,1.004106416,3.246768625,3.211245992,1.592361213,0.710452653,1.319073759,0,0,0.357594502,0.286075602,0,0.007104527
2019,73.55861097,3.990550948,1.387780835,0.695447098,0.806360597,3.6114992,0.591927832,0.611775511,1.934175757,3.862513961,2.366154648,1.931062396,0.583755259,1.30955763,0,0,0.29382348,0.312892819,0,0.005837553
2020,78.21705155,2.951302433,1.097182481,0.481026765,0.490448106,2.699887213,0.325978406,0.415077376,1.243617041,3.627216371,1.755061279,1.777134136,0.48452612,1.99059481,0,0,0.203231789,0.216421667,0,0.004037718
2021,79.86770831,2.476270078,0.835021305,0.577276463,0.306334444,2.005570808,0.24214818,0.293337226,0.889809581,4.634008322,2.395487366,1.38210423,0.359922976,1.522674148,0,0,0.150967693,0.160765596,0,0.002999358
2022,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2023,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2024,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2025,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2026,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2027,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2028,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2029,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2030,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2031,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2032,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2033,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2034,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2035,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2036,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2037,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2038,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2039,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2040,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2041,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2042,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2043,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2044,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2045,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2046,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2047,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2048,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2049,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
2050,80.22608197,2.464222686,0.820686972,0.567366687,0.301075776,1.971142319,0.237991361,0.288301673,0.890256701,4.554458948,2.236450607,1.358378436,0.353744384,1.49653527,0,0,0.207333514,0.158005825,0,0.00294787
